,REF_DATE,GEO,DGUID,Offences,Age_of_accused,Sex_of_accused,Charge_and_case,Type_of_decision,VECTOR,COORDINATE,VALUE
188,1991,Manitoba,2016A000246,Common assault,16 and 17 years,Females,Multiple-charge cases,Stayed or withdrawn,v60352182,8.11.3.3.4.6,4.0
189,1991,Manitoba,2016A000246,Common assault,16 and 17 years,Females,Related charges,Guilty,v60352190,8.11.3.3.5.3,8.0
190,1991,Manitoba,2016A000246,Common assault,16 and 17 years,Females,Related charges,Percentage guilty,v61311817,8.11.3.3.5.4,0.42
191,1991,Manitoba,2016A000246,Common assault,16 and 17 years,Females,Related charges,Acquitted,v60352192,8.11.3.3.5.5,2.0
192,1991,Manitoba,2016A000246,Common assault,16 and 17 years,Females,Related charges,Stayed or withdrawn,v60352194,8.11.3.3.5.6,9.0
193,1991,Manitoba,2016A000246,Common assault,Other ages,Females,Single-charge cases,Guilty,v60352346,8.11.4.3.3.3,1.0
194,1991,Manitoba,2016A000246,Common assault,Other ages,Females,Single-charge cases,Percentage guilty,v61311835,8.11.4.3.3.4,0.33
195,1991,Manitoba,2016A000246,Common assault,Other ages,Females,Single-charge cases,Acquitted,v60352348,8.11.4.3.3.5,1.0
196,1991,Manitoba,2016A000246,Common assault,Other ages,Females,Single-charge cases,Stayed or withdrawn,v60352350,8.11.4.3.3.6,1.0
197,1991,Manitoba,2016A000246,Uttering threats,12 to 15 years,Males,Single-charge cases,Guilty,v60352946,8.12.2.2.3.3,1.0
198,1991,Manitoba,2016A000246,Uttering threats,12 to 15 years,Males,Single-charge cases,Percentage guilty,v61311900,8.12.2.2.3.4,0.25
199,1991,Manitoba,2016A000246,Uttering threats,12 to 15 years,Males,Single-charge cases,Stayed or withdrawn,v60352950,8.12.2.2.3.6,3.0
200,1991,Manitoba,2016A000246,Uttering threats,12 to 15 years,Males,Multiple-charge cases,Guilty,v60352958,8.12.2.2.4.3,4.0
201,1991,Manitoba,2016A000246,Uttering threats,12 to 15 years,Males,Multiple-charge cases,Percentage guilty,v61311901,8.12.2.2.4.4,0.5
202,1991,Manitoba,2016A000246,Uttering threats,12 to 15 years,Males,Multiple-charge cases,Stayed or withdrawn,v60352962,8.12.2.2.4.6,4.0
203,1991,Manitoba,2016A000246,Uttering threats,12 to 15 years,Males,Related charges,Guilty,v60352970,8.12.2.2.5.3,3.0
204,1991,Manitoba,2016A000246,Uttering threats,12 to 15 years,Males,Related charges,Percentage guilty,v61311902,8.12.2.2.5.4,0.09
205,1991,Manitoba,2016A000246,Uttering threats,12 to 15 years,Males,Related charges,Stayed or withdrawn,v60352974,8.12.2.2.5.6,30.0
206,1991,Manitoba,2016A000246,Uttering threats,12 to 15 years,Females,Single-charge cases,Guilty,v60353006,8.12.2.3.3.3,1.0
207,1991,Manitoba,2016A000246,Uttering threats,12 to 15 years,Females,Single-charge cases,Percentage guilty,v61311905,8.12.2.3.3.4,1.0
208,1991,Manitoba,2016A000246,Uttering threats,12 to 15 years,Females,Multiple-charge cases,Guilty,v60353018,8.12.2.3.4.3,2.0
209,1991,Manitoba,2016A000246,Uttering threats,12 to 15 years,Females,Multiple-charge cases,Percentage guilty,v61311906,8.12.2.3.4.4,0.5
210,1991,Manitoba,2016A000246,Uttering threats,12 to 15 years,Females,Multiple-charge cases,Stayed or withdrawn,v60353022,8.12.2.3.4.6,2.0
211,1991,Manitoba,2016A000246,Uttering threats,12 to 15 years,Females,Related charges,Guilty,v60353030,8.12.2.3.5.3,2.0
212,1991,Manitoba,2016A000246,Uttering threats,12 to 15 years,Females,Related charges,Percentage guilty,v61311907,8.12.2.3.5.4,0.15
213,1991,Manitoba,2016A000246,Uttering threats,12 to 15 years,Females,Related charges,Stayed or withdrawn,v60353034,8.12.2.3.5.6,11.0
214,1991,Manitoba,2016A000246,Uttering threats,16 and 17 years,Males,Single-charge cases,Guilty,v60353126,8.12.3.2.3.3,1.0
215,1991,Manitoba,2016A000246,Uttering threats,16 and 17 years,Males,Single-charge cases,Percentage guilty,v61311920,8.12.3.2.3.4,0.33
216,1991,Manitoba,2016A000246,Uttering threats,16 and 17 years,Males,Single-charge cases,Stayed or withdrawn,v60353130,8.12.3.2.3.6,2.0
217,1991,Manitoba,2016A000246,Uttering threats,16 and 17 years,Males,Multiple-charge cases,Guilty,v60353138,8.12.3.2.4.3,7.0
218,1991,Manitoba,2016A000246,Uttering threats,16 and 17 years,Males,Multiple-charge cases,Percentage guilty,v61311921,8.12.3.2.4.4,0.7
219,1991,Manitoba,2016A000246,Uttering threats,16 and 17 years,Males,Multiple-charge cases,Stayed or withdrawn,v60353142,8.12.3.2.4.6,3.0
220,1991,Manitoba,2016A000246,Uttering threats,16 and 17 years,Males,Related charges,Transferred to adult court,v60353148,8.12.3.2.5.2,2.0
221,1991,Manitoba,2016A000246,Uttering threats,16 and 17 years,Males,Related charges,Guilty,v60353150,8.12.3.2.5.3,8.0
222,1991,Manitoba,2016A000246,Uttering threats,16 and 17 years,Males,Related charges,Percentage guilty,v61311922,8.12.3.2.5.4,0.22
223,1991,Manitoba,2016A000246,Uttering threats,16 and 17 years,Males,Related charges,Acquitted,v60353152,8.12.3.2.5.5,2.0
224,1991,Manitoba,2016A000246,Uttering threats,16 and 17 years,Males,Related charges,Stayed or withdrawn,v60353154,8.12.3.2.5.6,24.0
225,1991,Manitoba,2016A000246,Uttering threats,16 and 17 years,Females,Single-charge cases,Guilty,v60353186,8.12.3.3.3.3,2.0
226,1991,Manitoba,2016A000246,Uttering threats,16 and 17 years,Females,Single-charge cases,Percentage guilty,v61311925,8.12.3.3.3.4,0.67
227,1991,Manitoba,2016A000246,Uttering threats,16 and 17 years,Females,Single-charge cases,Stayed or withdrawn,v60353190,8.12.3.3.3.6,1.0
228,1991,Manitoba,2016A000246,Uttering threats,16 and 17 years,Females,Multiple-charge cases,Guilty,v60353198,8.12.3.3.4.3,1.0
229,1991,Manitoba,2016A000246,Uttering threats,16 and 17 years,Females,Multiple-charge cases,Percentage guilty,v61311926,8.12.3.3.4.4,0.5
230,1991,Manitoba,2016A000246,Uttering threats,16 and 17 years,Females,Multiple-charge cases,Stayed or withdrawn,v60353202,8.12.3.3.4.6,1.0
231,1991,Manitoba,2016A000246,Uttering threats,16 and 17 years,Females,Related charges,Stayed or withdrawn,v60353214,8.12.3.3.5.6,3.0
232,1991,Manitoba,2016A000246,Other crimes against persons,12 to 15 years,Males,Single-charge cases,Guilty,v60354986,8.14.2.2.3.3,3.0
233,1991,Manitoba,2016A000246,Other crimes against persons,12 to 15 years,Males,Single-charge cases,Percentage guilty,v61312120,8.14.2.2.3.4,0.6
234,1991,Manitoba,2016A000246,Other crimes against persons,12 to 15 years,Males,Single-charge cases,Stayed or withdrawn,v60354990,8.14.2.2.3.6,2.0
235,1991,Manitoba,2016A000246,Other crimes against persons,12 to 15 years,Males,Multiple-charge cases,Guilty,v60354998,8.14.2.2.4.3,4.0
236,1991,Manitoba,2016A000246,Other crimes against persons,12 to 15 years,Males,Multiple-charge cases,Percentage guilty,v61312121,8.14.2.2.4.4,0.57
237,1991,Manitoba,2016A000246,Other crimes against persons,12 to 15 years,Males,Multiple-charge cases,Stayed or withdrawn,v60355002,8.14.2.2.4.6,3.0
238,1991,Manitoba,2016A000246,Other crimes against persons,12 to 15 years,Males,Related charges,Guilty,v60355010,8.14.2.2.5.3,26.0
239,1991,Manitoba,2016A000246,Other crimes against persons,12 to 15 years,Males,Related charges,Percentage guilty,v61312122,8.14.2.2.5.4,0.49
240,1991,Manitoba,2016A000246,Other crimes against persons,12 to 15 years,Males,Related charges,Acquitted,v60355012,8.14.2.2.5.5,1.0
241,1991,Manitoba,2016A000246,Other crimes against persons,12 to 15 years,Males,Related charges,Stayed or withdrawn,v60355014,8.14.2.2.5.6,26.0
242,1991,Manitoba,2016A000246,Other crimes against persons,12 to 15 years,Females,Single-charge cases,Guilty,v60355046,8.14.2.3.3.3,1.0
243,1991,Manitoba,2016A000246,Other crimes against persons,12 to 15 years,Females,Single-charge cases,Percentage guilty,v61312125,8.14.2.3.3.4,0.5
244,1991,Manitoba,2016A000246,Other crimes against persons,12 to 15 years,Females,Single-charge cases,Stayed or withdrawn,v60355050,8.14.2.3.3.6,1.0
245,1991,Manitoba,2016A000246,Other crimes against persons,12 to 15 years,Females,Related charges,Stayed or withdrawn,v60355074,8.14.2.3.5.6,1.0
246,1991,Manitoba,2016A000246,Other crimes against persons,16 and 17 years,Males,Single-charge cases,Guilty,v60355166,8.14.3.2.3.3,6.0
247,1991,Manitoba,2016A000246,Other crimes against persons,16 and 17 years,Males,Single-charge cases,Percentage guilty,v61312140,8.14.3.2.3.4,0.6
248,1991,Manitoba,2016A000246,Other crimes against persons,16 and 17 years,Males,Single-charge cases,Stayed or withdrawn,v60355170,8.14.3.2.3.6,4.0
249,1991,Manitoba,2016A000246,Other crimes against persons,16 and 17 years,Males,Multiple-charge cases,Guilty,v60355178,8.14.3.2.4.3,2.0
250,1991,Manitoba,2016A000246,Other crimes against persons,16 and 17 years,Males,Multiple-charge cases,Percentage guilty,v61312141,8.14.3.2.4.4,0.5
251,1991,Manitoba,2016A000246,Other crimes against persons,16 and 17 years,Males,Multiple-charge cases,Stayed or withdrawn,v60355182,8.14.3.2.4.6,2.0
252,1991,Manitoba,2016A000246,Other crimes against persons,16 and 17 years,Males,Related charges,Acquitted,v60355192,8.14.3.2.5.5,2.0
253,1991,Manitoba,2016A000246,Other crimes against persons,16 and 17 years,Males,Related charges,Stayed or withdrawn,v60355194,8.14.3.2.5.6,4.0
254,1991,Manitoba,2016A000246,Theft,12 to 15 years,Males,Single-charge cases,Guilty,v60357026,8.16.2.2.3.3,92.0
255,1991,Manitoba,2016A000246,Theft,12 to 15 years,Males,Single-charge cases,Percentage guilty,v61312340,8.16.2.2.3.4,0.47
256,1991,Manitoba,2016A000246,Theft,12 to 15 years,Males,Single-charge cases,Acquitted,v60357028,8.16.2.2.3.5,1.0
257,1991,Manitoba,2016A000246,Theft,12 to 15 years,Males,Single-charge cases,Stayed or withdrawn,v60357030,8.16.2.2.3.6,101.0
258,1991,Manitoba,2016A000246,Theft,12 to 15 years,Males,Multiple-charge cases,Guilty,v60357038,8.16.2.2.4.3,152.0
259,1991,Manitoba,2016A000246,Theft,12 to 15 years,Males,Multiple-charge cases,Percentage guilty,v61312341,8.16.2.2.4.4,0.78
260,1991,Manitoba,2016A000246,Theft,12 to 15 years,Males,Multiple-charge cases,Acquitted,v60357040,8.16.2.2.4.5,3.0
261,1991,Manitoba,2016A000246,Theft,12 to 15 years,Males,Multiple-charge cases,Stayed or withdrawn,v60357042,8.16.2.2.4.6,40.0
262,1991,Manitoba,2016A000246,Theft,12 to 15 years,Males,Related charges,Guilty,v60357050,8.16.2.2.5.3,297.0
263,1991,Manitoba,2016A000246,Theft,12 to 15 years,Males,Related charges,Percentage guilty,v61312342,8.16.2.2.5.4,0.42
264,1991,Manitoba,2016A000246,Theft,12 to 15 years,Males,Related charges,Acquitted,v60357052,8.16.2.2.5.5,22.0
265,1991,Manitoba,2016A000246,Theft,12 to 15 years,Males,Related charges,Stayed or withdrawn,v60357054,8.16.2.2.5.6,394.0
266,1991,Manitoba,2016A000246,Theft,12 to 15 years,Females,Single-charge cases,Guilty,v60357086,8.16.2.3.3.3,33.0
267,1991,Manitoba,2016A000246,Theft,12 to 15 years,Females,Single-charge cases,Percentage guilty,v61312345,8.16.2.3.3.4,0.4
268,1991,Manitoba,2016A000246,Theft,12 to 15 years,Females,Single-charge cases,Acquitted,v60357088,8.16.2.3.3.5,3.0
269,1991,Manitoba,2016A000246,Theft,12 to 15 years,Females,Single-charge cases,Stayed or withdrawn,v60357090,8.16.2.3.3.6,47.0
270,1991,Manitoba,2016A000246,Theft,12 to 15 years,Females,Multiple-charge cases,Guilty,v60357098,8.16.2.3.4.3,40.0
271,1991,Manitoba,2016A000246,Theft,12 to 15 years,Females,Multiple-charge cases,Percentage guilty,v61312346,8.16.2.3.4.4,0.62
272,1991,Manitoba,2016A000246,Theft,12 to 15 years,Females,Multiple-charge cases,Stayed or withdrawn,v60357102,8.16.2.3.4.6,25.0
273,1991,Manitoba,2016A000246,Theft,12 to 15 years,Females,Related charges,Guilty,v60357110,8.16.2.3.5.3,12.0
274,1991,Manitoba,2016A000246,Theft,12 to 15 years,Females,Related charges,Percentage guilty,v61312347,8.16.2.3.5.4,0.11
275,1991,Manitoba,2016A000246,Theft,12 to 15 years,Females,Related charges,Acquitted,v60357112,8.16.2.3.5.5,5.0
276,1991,Manitoba,2016A000246,Theft,12 to 15 years,Females,Related charges,Stayed or withdrawn,v60357114,8.16.2.3.5.6,88.0
277,1991,Manitoba,2016A000246,Theft,16 and 17 years,Males,Single-charge cases,Guilty,v60357206,8.16.3.2.3.3,110.0
278,1991,Manitoba,2016A000246,Theft,16 and 17 years,Males,Single-charge cases,Percentage guilty,v61312360,8.16.3.2.3.4,0.54
279,1991,Manitoba,2016A000246,Theft,16 and 17 years,Males,Single-charge cases,Acquitted,v60357208,8.16.3.2.3.5,2.0
280,1991,Manitoba,2016A000246,Theft,16 and 17 years,Males,Single-charge cases,Stayed or withdrawn,v60357210,8.16.3.2.3.6,92.0
281,1991,Manitoba,2016A000246,Theft,16 and 17 years,Males,Multiple-charge cases,Transferred to adult court,v60357216,8.16.3.2.4.2,1.0
282,1991,Manitoba,2016A000246,Theft,16 and 17 years,Males,Multiple-charge cases,Guilty,v60357218,8.16.3.2.4.3,172.0
283,1991,Manitoba,2016A000246,Theft,16 and 17 years,Males,Multiple-charge cases,Percentage guilty,v61312361,8.16.3.2.4.4,0.83
284,1991,Manitoba,2016A000246,Theft,16 and 17 years,Males,Multiple-charge cases,Acquitted,v60357220,8.16.3.2.4.5,1.0
285,1991,Manitoba,2016A000246,Theft,16 and 17 years,Males,Multiple-charge cases,Stayed or withdrawn,v60357222,8.16.3.2.4.6,34.0
286,1991,Manitoba,2016A000246,Theft,16 and 17 years,Males,Related charges,Transferred to adult court,v60357228,8.16.3.2.5.2,7.0
287,1991,Manitoba,2016A000246,Theft,16 and 17 years,Males,Related charges,Guilty,v60357230,8.16.3.2.5.3,211.0
288,1991,Manitoba,2016A000246,Theft,16 and 17 years,Males,Related charges,Percentage guilty,v61312362,8.16.3.2.5.4,0.33
289,1991,Manitoba,2016A000246,Theft,16 and 17 years,Males,Related charges,Acquitted,v60357232,8.16.3.2.5.5,18.0
290,1991,Manitoba,2016A000246,Theft,16 and 17 years,Males,Related charges,Stayed or withdrawn,v60357234,8.16.3.2.5.6,405.0
291,1991,Manitoba,2016A000246,Theft,16 and 17 years,Males,Related charges,Other decisions,v60357236,8.16.3.2.5.7,1.0
292,1991,Manitoba,2016A000246,Theft,16 and 17 years,Females,Single-charge cases,Guilty,v60357266,8.16.3.3.3.3,28.0
293,1991,Manitoba,2016A000246,Theft,16 and 17 years,Females,Single-charge cases,Percentage guilty,v61312365,8.16.3.3.3.4,0.49
294,1991,Manitoba,2016A000246,Theft,16 and 17 years,Females,Single-charge cases,Acquitted,v60357268,8.16.3.3.3.5,1.0
295,1991,Manitoba,2016A000246,Theft,16 and 17 years,Females,Single-charge cases,Stayed or withdrawn,v60357270,8.16.3.3.3.6,28.0
296,1991,Manitoba,2016A000246,Theft,16 and 17 years,Females,Multiple-charge cases,Guilty,v60357278,8.16.3.3.4.3,26.0
297,1991,Manitoba,2016A000246,Theft,16 and 17 years,Females,Multiple-charge cases,Percentage guilty,v61312366,8.16.3.3.4.4,0.68
298,1991,Manitoba,2016A000246,Theft,16 and 17 years,Females,Multiple-charge cases,Stayed or withdrawn,v60357282,8.16.3.3.4.6,12.0
299,1991,Manitoba,2016A000246,Theft,16 and 17 years,Females,Related charges,Guilty,v60357290,8.16.3.3.5.3,19.0
300,1991,Manitoba,2016A000246,Theft,16 and 17 years,Females,Related charges,Percentage guilty,v61312367,8.16.3.3.5.4,0.29
301,1991,Manitoba,2016A000246,Theft,16 and 17 years,Females,Related charges,Acquitted,v60357292,8.16.3.3.5.5,4.0
302,1991,Manitoba,2016A000246,Theft,16 and 17 years,Females,Related charges,Stayed or withdrawn,v60357294,8.16.3.3.5.6,42.0
303,1991,Manitoba,2016A000246,Theft,Other ages,Males,Single-charge cases,Guilty,v60357386,8.16.4.2.3.3,2.0
304,1991,Manitoba,2016A000246,Theft,Other ages,Males,Single-charge cases,Percentage guilty,v61312380,8.16.4.2.3.4,0.5
305,1991,Manitoba,2016A000246,Theft,Other ages,Males,Single-charge cases,Stayed or withdrawn,v60357390,8.16.4.2.3.6,2.0
306,1991,Manitoba,2016A000246,Theft,Other ages,Males,Multiple-charge cases,Guilty,v60357398,8.16.4.2.4.3,4.0
307,1991,Manitoba,2016A000246,Theft,Other ages,Males,Multiple-charge cases,Percentage guilty,v61312381,8.16.4.2.4.4,0.8
308,1991,Manitoba,2016A000246,Theft,Other ages,Males,Multiple-charge cases,Stayed or withdrawn,v60357402,8.16.4.2.4.6,1.0
309,1991,Manitoba,2016A000246,Theft,Other ages,Males,Related charges,Guilty,v60357410,8.16.4.2.5.3,3.0
310,1991,Manitoba,2016A000246,Theft,Other ages,Males,Related charges,Percentage guilty,v61312382,8.16.4.2.5.4,0.23
311,1991,Manitoba,2016A000246,Theft,Other ages,Males,Related charges,Stayed or withdrawn,v60357414,8.16.4.2.5.6,10.0
312,1991,Manitoba,2016A000246,Break and enter,12 to 15 years,Males,Single-charge cases,Guilty,v60358046,8.17.2.2.3.3,105.0
313,1991,Manitoba,2016A000246,Break and enter,12 to 15 years,Males,Single-charge cases,Percentage guilty,v61312450,8.17.2.2.3.4,0.53
314,1991,Manitoba,2016A000246,Break and enter,12 to 15 years,Males,Single-charge cases,Acquitted,v60358048,8.17.2.2.3.5,3.0
315,1991,Manitoba,2016A000246,Break and enter,12 to 15 years,Males,Single-charge cases,Stayed or withdrawn,v60358050,8.17.2.2.3.6,91.0
316,1991,Manitoba,2016A000246,Break and enter,12 to 15 years,Males,Multiple-charge cases,Guilty,v60358058,8.17.2.2.4.3,286.0
317,1991,Manitoba,2016A000246,Break and enter,12 to 15 years,Males,Multiple-charge cases,Percentage guilty,v61312451,8.17.2.2.4.4,0.82
318,1991,Manitoba,2016A000246,Break and enter,12 to 15 years,Males,Multiple-charge cases,Stayed or withdrawn,v60358062,8.17.2.2.4.6,62.0
319,1991,Manitoba,2016A000246,Break and enter,12 to 15 years,Males,Related charges,Guilty,v60358070,8.17.2.2.5.3,286.0
320,1991,Manitoba,2016A000246,Break and enter,12 to 15 years,Males,Related charges,Percentage guilty,v61312452,8.17.2.2.5.4,0.37
321,1991,Manitoba,2016A000246,Break and enter,12 to 15 years,Males,Related charges,Acquitted,v60358072,8.17.2.2.5.5,63.0
322,1991,Manitoba,2016A000246,Break and enter,12 to 15 years,Males,Related charges,Stayed or withdrawn,v60358074,8.17.2.2.5.6,417.0
323,1991,Manitoba,2016A000246,Break and enter,12 to 15 years,Females,Single-charge cases,Guilty,v60358106,8.17.2.3.3.3,17.0
324,1991,Manitoba,2016A000246,Break and enter,12 to 15 years,Females,Single-charge cases,Percentage guilty,v61312455,8.17.2.3.3.4,0.47
325,1991,Manitoba,2016A000246,Break and enter,12 to 15 years,Females,Single-charge cases,Stayed or withdrawn,v60358110,8.17.2.3.3.6,18.0
326,1991,Manitoba,2016A000246,Break and enter,12 to 15 years,Females,Single-charge cases,Other decisions,v60358112,8.17.2.3.3.7,1.0
327,1991,Manitoba,2016A000246,Break and enter,12 to 15 years,Females,Multiple-charge cases,Guilty,v60358118,8.17.2.3.4.3,28.0
328,1991,Manitoba,2016A000246,Break and enter,12 to 15 years,Females,Multiple-charge cases,Percentage guilty,v61312456,8.17.2.3.4.4,0.64
329,1991,Manitoba,2016A000246,Break and enter,12 to 15 years,Females,Multiple-charge cases,Acquitted,v60358120,8.17.2.3.4.5,1.0
330,1991,Manitoba,2016A000246,Break and enter,12 to 15 years,Females,Multiple-charge cases,Stayed or withdrawn,v60358122,8.17.2.3.4.6,15.0
331,1991,Manitoba,2016A000246,Break and enter,12 to 15 years,Females,Related charges,Guilty,v60358130,8.17.2.3.5.3,10.0
332,1991,Manitoba,2016A000246,Break and enter,12 to 15 years,Females,Related charges,Percentage guilty,v61312457,8.17.2.3.5.4,0.14
333,1991,Manitoba,2016A000246,Break and enter,12 to 15 years,Females,Related charges,Acquitted,v60358132,8.17.2.3.5.5,13.0
334,1991,Manitoba,2016A000246,Break and enter,12 to 15 years,Females,Related charges,Stayed or withdrawn,v60358134,8.17.2.3.5.6,46.0
335,1991,Manitoba,2016A000246,Break and enter,16 and 17 years,Males,Single-charge cases,Transferred to adult court,v60358224,8.17.3.2.3.2,2.0
336,1991,Manitoba,2016A000246,Break and enter,16 and 17 years,Males,Single-charge cases,Guilty,v60358226,8.17.3.2.3.3,96.0
337,1991,Manitoba,2016A000246,Break and enter,16 and 17 years,Males,Single-charge cases,Percentage guilty,v61312470,8.17.3.2.3.4,0.66
338,1991,Manitoba,2016A000246,Break and enter,16 and 17 years,Males,Single-charge cases,Acquitted,v60358228,8.17.3.2.3.5,1.0
339,1991,Manitoba,2016A000246,Break and enter,16 and 17 years,Males,Single-charge cases,Stayed or withdrawn,v60358230,8.17.3.2.3.6,46.0
340,1991,Manitoba,2016A000246,Break and enter,16 and 17 years,Males,Multiple-charge cases,Transferred to adult court,v60358236,8.17.3.2.4.2,3.0
341,1991,Manitoba,2016A000246,Break and enter,16 and 17 years,Males,Multiple-charge cases,Guilty,v60358238,8.17.3.2.4.3,251.0
342,1991,Manitoba,2016A000246,Break and enter,16 and 17 years,Males,Multiple-charge cases,Percentage guilty,v61312471,8.17.3.2.4.4,0.81
343,1991,Manitoba,2016A000246,Break and enter,16 and 17 years,Males,Multiple-charge cases,Acquitted,v60358240,8.17.3.2.4.5,2.0
344,1991,Manitoba,2016A000246,Break and enter,16 and 17 years,Males,Multiple-charge cases,Stayed or withdrawn,v60358242,8.17.3.2.4.6,53.0
345,1991,Manitoba,2016A000246,Break and enter,16 and 17 years,Males,Related charges,Transferred to adult court,v60358248,8.17.3.2.5.2,19.0
346,1991,Manitoba,2016A000246,Break and enter,16 and 17 years,Males,Related charges,Guilty,v60358250,8.17.3.2.5.3,260.0
347,1991,Manitoba,2016A000246,Break and enter,16 and 17 years,Males,Related charges,Percentage guilty,v61312472,8.17.3.2.5.4,0.38
348,1991,Manitoba,2016A000246,Break and enter,16 and 17 years,Males,Related charges,Acquitted,v60358252,8.17.3.2.5.5,39.0
349,1991,Manitoba,2016A000246,Break and enter,16 and 17 years,Males,Related charges,Stayed or withdrawn,v60358254,8.17.3.2.5.6,361.0
350,1991,Manitoba,2016A000246,Break and enter,16 and 17 years,Females,Single-charge cases,Guilty,v60358286,8.17.3.3.3.3,5.0
351,1991,Manitoba,2016A000246,Break and enter,16 and 17 years,Females,Single-charge cases,Percentage guilty,v61312475,8.17.3.3.3.4,0.38
352,1991,Manitoba,2016A000246,Break and enter,16 and 17 years,Females,Single-charge cases,Stayed or withdrawn,v60358290,8.17.3.3.3.6,8.0
353,1991,Manitoba,2016A000246,Break and enter,16 and 17 years,Females,Multiple-charge cases,Guilty,v60358298,8.17.3.3.4.3,12.0
